Run,Event,type1,Q1,pt1,eta1,phi1,E1,px1,py1,pz1,type2,Q2,pt2,eta2,phi2,E2,px2,py2,pz2,M
161223,206635270,G,-1,27.4214,1.9612,-2.1001,99.3853,-13.8465,-23.6687,95.5275,G,1,2.2189,2.0043,-2.0476,8.3835,-1.0184,-1.9713,8.0838,0.5298
161223,206104605,G,-1,7.7580,-1.9882,0.6125,28.8564,6.3475,4.4605,-27.7937,T,1,1.3522,-1.6149,1.6736,3.5350,-0.1387,1.3451,-3.2645,3.4959
161223,206571541,G,1,1.7893,2.0718,-0.1748,7.2162,1.7620,-0.3112,6.9900,T,-1,2.8971,2.3965,0.2067,16.0438,2.8354,0.5945,15.7797,1.1387
161223,206678880,G,-1,5.9093,1.2136,-2.5694,10.8230,-4.9679,-3.2000,9.0667,G,1,12.9860,-0.7212,-0.7202,16.5130,9.7614,-8.5645,-10.1996,24.1773
161223,206376013,G,-1,1.2315,2.3505,2.2662,6.4078,-0.7741,0.9309,6.2915,T,1,2.0172,2.2053,-2.7832,9.2631,-1.8890,-0.7075,9.0402,1.8378
161223,206457941,G,-1,3.6881,-2.2843,2.6947,18.2950,-3.3260,1.5938,-17.9191,T,1,0.9327,-2.2539,-2.7217,4.4920,-0.8517,-0.3802,-4.3929,1.5588
161223,206397212,G,1,2.4752,2.3082,2.4883,12.5698,-1.9655,1.5045,12.3233,T,-1,1.2085,-1.7675,2.5387,3.6436,-0.9955,0.6853,-3.4357,13.0484
161223,206221024,G,1,15.0990,1.0876,-3.1005,24.9452,-15.0863,-0.6208,19.8563,T,-1,2.5698,1.1999,2.6999,4.6540,-2.3233,1.0984,3.8787,3.0593
161223,206075714,G,1,13.3050,0.9994,0.0015,20.5214,13.3050,0.0198,15.6235,T,-1,2.9286,-1.6191,2.6855,7.6830,-2.6292,1.2900,-7.1022,24.6401
161223,206111122,G,-1,5.8493,0.0113,-1.0040,5.8506,3.1409,-4.9345,0.0661,G,1,12.8847,-0.0268,0.1116,12.8897,12.8045,1.4348,-0.3448,9.1960
161223,206501450,G,1,13.0124,-0.0298,3.1187,13.0186,-13.0090,0.2981,-0.3879,G,-1,6.2240,0.9052,2.7125,8.9537,-5.6596,2.5897,6.4358,9.4500
161223,206573794,G,1,4.5599,1.3778,1.9991,9.6181,-1.8939,4.1480,8.4678,T,-1,1.2309,2.3088,-2.6792,6.2549,-1.1017,-0.5491,6.1317,4.1031
161223,206169594,G,1,2.3151,-2.1955,-0.9066,10.5298,1.4270,-1.8230,-10.2716,T,-1,1.6182,-1.8605,-2.0667,5.3271,-0.7700,-1.4232,-5.0743,2.2193
161223,206384218,G,-1,18.1637,-1.8991,-0.1585,62.0242,17.9361,-2.8664,-59.3049,T,1,2.2891,-1.8032,0.1283,7.1355,2.2703,0.2930,-6.7576,1.9441
161223,206690475,G,1,12.2456,-1.2433,2.2135,22.9943,-7.3392,9.8026,-19.4620,G,-1,3.0861,2.2845,-2.2514,15.3108,-1.9420,-2.3985,14.9962,36.1431
161223,207054127,G,-1,17.9355,-1.1702,2.2869,31.6820,-11.7742,13.5296,-26.1162,G,1,8.7766,-0.7965,-0.9167,11.7114,5.3399,-6.9652,-7.7535,25.5202
161223,207064375,G,-1,2.1829,-1.6143,3.0460,5.7019,-2.1729,0.2083,-5.2664,T,1,2.0988,-2.3735,-2.2327,11.3639,-1.2900,-1.6556,-11.1679,2.6490
161223,207209375,G,1,17.0130,-0.6510,-1.7804,20.7476,-3.5399,-16.6406,-11.8748,T,-1,3.5517,0.1988,1.5830,3.6236,-0.0433,3.5514,0.7106,16.8838
161223,206867956,G,1,2.7772,1.5683,-2.7392,6.9533,-2.5553,-1.0877,6.3737,G,-1,18.2997,1.5103,-2.9632,43.4528,-18.0091,-3.2481,39.4114,1.6462
161223,207261257,G,1,15.2407,-2.0258,-2.9854,58.7845,-15.0552,-2.3710,-56.7743,T,-1,1.2670,-2.0372,2.5702,4.9424,-1.0658,0.6852,-4.7761,3.1276
161223,207195011,G,-1,12.3643,-0.6416,1.1505,14.9980,5.0450,11.2882,-8.4884,T,1,0.9755,-2.1186,-1.7039,4.1178,-0.1295,-0.9669,-3.9992,8.8722
161223,207233379,G,1,16.0400,-1.4971,-1.4060,37.6353,2.6314,-15.8227,-34.0459,T,-1,1.1216,-2.3777,3.0902,6.0983,-1.1201,0.0576,-5.9934,7.6533
161223,207043721,G,1,18.6573,1.9229,1.1176,65.1813,8.1688,16.7739,62.4540,T,-1,0.9398,2.1980,0.4265,4.2860,0.8556,0.3888,4.1804,3.0630
161223,206955343,G,-1,16.3429,2.0581,0.4275,65.0344,14.8718,6.7763,62.9474,T,1,1.8970,1.9083,1.1224,6.5360,0.8223,1.7095,6.2538,3.8825
161223,207308103,G,1,19.0166,-2.1265,-0.3378,80.8646,17.9417,-6.3029,-78.5967,T,-1,0.9271,-1.8474,-1.6092,3.0156,-0.0356,-0.9265,-2.8676,5.1226
161223,207492351,G,1,3.6149,-1.5946,-2.8988,9.2716,-3.5088,-0.8692,-8.5372,G,-1,3.9193,1.0846,-0.1184,6.4602,3.8918,-0.4630,5.1344,15.2952
161223,207147656,G,-1,12.7728,1.1019,-2.5543,21.3438,-10.6329,-7.0770,17.0998,T,1,1.6960,-2.1725,0.0830,7.5430,1.6901,0.1406,-7.3491,24.7229
161223,207273888,G,-1,19.4277,-1.7290,-2.0847,56.4617,-9.5500,-16.9184,-53.0140,T,1,0.9328,-2.3284,-1.3586,4.8325,0.1964,-0.9119,-4.7405,3.9810
161223,207360221,G,1,2.0697,2.2750,-2.2485,10.1745,-1.2978,-1.6123,9.9612,T,-1,0.8418,2.2063,2.8042,3.8705,-0.7943,0.2786,3.7764,1.5263
161223,207010028,G,1,3.0738,2.2291,1.7858,14.4464,-0.6559,3.0030,14.1152,G,-1,2.4632,1.4879,2.0438,5.7325,-1.1221,2.1928,5.1753,2.2033
161223,207338772,G,-1,9.3091,1.6103,0.3457,24.5916,8.8884,3.2058,22.7036,T,1,1.2545,1.7324,1.3964,3.6591,0.2177,1.2355,3.4356,3.4530
161223,207115829,G,-1,8.9308,0.4816,0.8129,9.9870,6.1389,6.4863,4.4689,T,1,1.2160,2.1329,0.3810,5.2041,1.1288,0.4522,5.0590,6.2433
161223,207296458,G,1,6.7545,-0.0917,3.0628,6.7838,-6.7336,0.5315,-0.6200,T,-1,1.3555,-1.9216,0.1460,4.7308,1.3411,0.1972,-4.5312,8.7403
161223,207597583,G,1,13.7569,1.2309,0.8030,26.9491,10.0788,10.4284,22.7136,T,-1,0.7802,-2.0966,2.5396,3.2247,-0.6431,0.4418,-3.1271,17.4089
161223,207519660,G,1,18.3781,1.7799,1.6255,56.0332,-1.0048,18.3507,52.9335,T,-1,1.1370,1.6581,0.4012,3.0944,1.0467,0.4441,2.8760,5.2829
161223,207754849,G,1,2.7670,2.1168,-2.5652,11.6566,-2.3199,-1.5080,11.3229,G,-1,8.0073,1.4705,0.0197,18.3413,8.0058,0.1579,16.5008,9.5664
161223,207568635,G,-1,28.8478,1.0909,-2.4507,47.7827,-22.2327,-18.3821,38.0918,T,1,2.3238,2.1065,0.3903,9.6920,2.1491,0.8841,9.4087,18.3695
161223,207943971,G,1,3.2019,-2.0814,2.5685,13.0332,-2.6904,1.7362,-12.6334,T,-1,0.8984,-2.0675,1.2438,3.6093,0.2886,0.8508,-3.4941,2.0862
161223,207758903,G,1,13.6268,1.6036,0.2570,35.2399,13.1792,3.4639,32.4985,T,-1,3.4980,1.2495,-0.5526,6.6037,2.9775,-1.8360,5.6001,5.9676
161223,207879919,G,1,16.6254,1.9495,1.5180,59.5805,0.8777,16.6022,57.2138,T,-1,1.1321,2.0518,0.6109,4.4793,0.9274,0.6494,4.3325,3.8277
161223,208142255,G,-1,2.2623,2.1290,1.7539,9.6443,-0.4119,2.2245,9.3747,G,1,12.5328,1.7521,-1.0809,37.2230,5.8977,-11.0584,35.0495,10.7163
161223,208124320,G,1,17.0360,0.6009,-0.3230,20.2056,16.1549,-5.4077,10.8642,T,-1,1.7106,-1.7985,-2.6829,5.3090,-1.5338,-0.7573,-5.0248,19.1061
161223,208204624,G,-1,12.2594,0.1189,-2.9014,12.3467,-11.9074,-2.9167,1.4616,T,1,2.2005,1.4991,0.7811,5.1733,1.5626,1.5494,4.6807,12.6603
161223,207685198,G,-1,10.1722,0.8705,0.1984,14.7647,10.3084,2.0785,10.3635,T,1,0.9861,1.9430,-0.2406,3.5138,0.9577,-0.2350,3.3709,3.8200
161223,207866046,G,1,15.6066,0.1093,-2.9108,15.7002,-15.1928,-3.5697,1.7087,G,-1,8.7597,0.1799,-2.6537,8.9024,-7.7375,-4.1064,1.5840,3.1099
161223,207579837,G,-1,11.7669,2.2914,-2.5472,58.7756,-9.7485,-6.5899,57.5856,T,1,2.1210,1.8331,-1.5453,6.8021,0.0542,-2.1204,6.4620,5.3255
161223,207929797,G,-1,15.2735,-1.0073,0.2992,23.6996,14.5950,4.5018,-18.1213,T,1,0.9990,2.2628,1.2886,4.8534,0.2782,0.9595,4.7483,19.6296
161223,207653908,G,-1,12.3235,-1.6446,0.5677,33.1002,10.3907,6.6258,-30.7204,T,1,1.6895,-1.3280,1.0211,3.4132,0.8827,1.4405,-2.9638,2.5121
161223,207692060,G,-1,6.9601,0.9854,1.8238,10.6223,-1.7426,6.7385,8.0236,T,1,1.1604,2.3566,2.8860,6.1802,-1.1227,0.2934,6.0694,5.0997
161223,207726948,G,1,4.4094,-0.7495,-1.4931,5.7080,0.3423,-4.3961,-3.6230,G,-1,16.0213,0.2132,1.7947,16.3872,-3.5573,15.6214,3.4421,18.7553
161223,207953884,G,-1,2.0516,-2.0662,-1.7504,8.2287,-0.3664,-2.0186,-7.9682,T,1,1.1702,-2.0412,-2.0028,4.5825,-0.4899,-1.0627,-4.4293,0.3919
161223,208173885,G,-1,15.4701,-0.3680,2.1933,16.5298,-9.0199,12.5685,-5.8222,T,1,6.2873,-0.3704,2.4345,6.7245,-4.7800,4.0844,-2.3828,2.3735
161223,207630914,G,1,15.4099,0.6480,1.7197,18.7604,-2.2867,15.2393,10.6993,T,-1,2.1970,-1.5338,0.2432,5.3304,2.1323,0.5291,-4.8554,17.2476
161223,208405644,G,-1,5.3561,-1.0755,-0.0291,8.7650,5.3539,-0.1557,-6.9373,G,1,13.9024,1.1825,-2.7211,24.8092,-12.6915,-5.6746,20.5477,29.2249
161223,208639932,G,1,1.9998,2.2991,1.2156,10.0651,0.6955,1.8749,9.8638,T,-1,0.9917,1.8585,3.0276,3.2595,-0.9853,0.1128,3.1031,2.3034
161223,208782329,G,1,18.1377,1.0358,2.1830,28.7686,-10.4231,14.8436,22.3304,T,-1,2.1465,-2.0109,1.8413,8.1615,-0.5736,2.0685,-7.8734,27.3462
161223,208232193,G,1,11.9603,-1.9771,2.1306,44.0154,-6.3515,10.1344,-42.3592,T,-1,1.7083,-2.0094,1.7034,6.4865,-0.2258,1.6933,-6.2566,1.9223
161223,208294505,G,-1,3.7369,-1.3425,-1.5359,7.6425,0.1304,-3.7346,-6.6658,G,1,12.0157,-1.2465,-1.5962,22.6240,-0.3053,-12.0118,-19.1692,0.7600
161223,208389233,G,-1,7.8202,-0.5633,0.7628,9.0947,5.6532,5.4034,-4.6418,T,1,1.4508,-1.8835,2.3111,4.8820,-0.9786,1.0711,-4.6603,6.7081
161223,208473667,G,1,2.2215,2.3796,-1.5692,12.0998,0.0036,-2.2215,11.8936,T,-1,0.9167,1.8166,1.4382,2.8956,0.1212,0.9086,2.7446,2.9617
161223,208804611,G,1,2.2738,-1.8226,0.8381,7.2198,1.5209,1.6903,-6.8516,T,-1,1.1016,-1.5689,-0.9231,2.7613,0.6647,-0.8785,-2.5299,2.4739
161223,208456911,G,-1,43.4940,-0.5669,-2.4145,50.6734,-32.4950,-28.9103,-26.0010,G,1,44.2268,0.1047,0.7438,44.4696,32.5472,29.9448,4.6395,92.7080
161223,208434680,G,1,44.5307,-2.3767,-1.6037,241.8440,-1.4663,-44.5065,-237.7090,G,-1,35.4579,-1.3295,1.4098,71.6922,5.6846,34.9993,-62.3097,90.4740
161223,208465816,G,1,8.3318,2.1543,-0.1562,36.4016,8.2303,-1.2964,35.4351,T,-1,4.2971,2.3953,-0.2129,23.7689,4.2001,-0.9079,23.3770,1.4847
161223,208377216,G,1,5.3553,1.6935,2.2643,15.0556,-3.4233,4.1183,14.0705,T,-1,1.9444,2.1728,1.5144,8.6498,0.1097,1.9413,8.4277,2.8328
161223,208494240,G,1,14.9175,2.3132,0.7303,76.1241,11.1134,9.9512,74.6481,G,-1,20.1682,1.5913,0.5732,51.5666,16.9453,10.9369,47.4589,13.0829
161223,208767920,G,-1,6.3509,1.3769,0.2066,13.3847,6.2158,1.3030,11.7815,T,1,1.5153,-1.8554,-2.6244,4.9642,-1.3171,-0.7493,-4.7261,16.2032
161223,208487653,G,-1,1.4320,2.3029,-1.0831,7.2344,0.6710,-1.2650,7.0905,T,1,2.5692,2.2704,-0.1094,12.5731,2.5539,-0.2805,12.3074,1.7958
161223,208540158,G,-1,1.0505,2.2787,2.4756,5.0963,-0.8115,0.6390,4.9894,T,1,2.2319,2.3115,-3.0103,11.3702,-2.2127,-0.2922,11.1485,1.1898
161223,208712126,G,1,11.6697,2.3883,1.1846,64.1045,4.3959,10.8100,63.0333,T,-1,1.9349,2.3298,1.0251,10.0358,1.0043,1.6539,9.8469,0.8066
161223,208854644,G,-1,2.0194,-2.2641,2.7377,9.8214,-1.8569,0.7936,-9.6110,T,1,1.1713,-2.0942,-2.4773,4.8280,-0.9222,-0.7221,-4.6826,1.5875
161223,208281234,G,1,14.6668,-0.6722,2.4351,18.1071,-11.1563,9.5210,-10.6180,G,-1,11.9829,-0.5219,2.4015,13.6524,-8.8481,8.0809,-6.5412,2.0438
161223,208629066,G,-1,15.3621,0.6154,1.1422,18.3646,6.3848,13.9725,10.0624,T,1,1.7217,-1.3537,1.3839,3.5569,0.3199,1.6917,-3.1107,11.9090
161223,208446874,G,1,17.4577,1.5228,2.9330,41.9265,-17.0793,3.6151,38.1189,T,-1,1.3179,2.2120,0.8500,6.0921,0.8698,0.9901,5.9469,8.9407
161223,208610770,G,-1,3.2204,2.1336,-2.1492,13.7897,-1.7606,-2.6965,13.4080,T,1,1.0724,2.1613,-1.1278,4.7187,0.4597,-0.9689,4.5940,1.8175
161223,208677826,G,-1,15.6330,-1.7622,-2.8721,46.8743,-15.0689,-4.1618,-44.1905,T,1,2.1386,-2.2088,-2.4634,9.8537,-1.6654,-1.3417,-9.6182,3.5053
161223,208274787,G,-1,13.6295,1.9010,-0.4266,46.6250,12.4080,-5.6394,44.5883,G,1,5.1671,1.6771,0.7540,14.3060,3.7668,3.5370,13.3398,9.5294
161223,208316891,G,1,24.1119,2.2737,-0.5974,118.3710,19.9353,-13.5635,115.8890,T,-1,2.7184,2.3856,-0.7332,14.8940,2.0199,-1.8193,14.6435,1.4237
161223,208556539,G,-1,15.4214,1.2867,-0.5614,30.0478,13.0545,-8.2097,25.7884,T,1,2.1520,1.4009,0.6754,4.6337,1.6795,1.3455,4.1023,6.7118
161223,208935739,G,1,12.0638,1.7844,-0.1230,36.9378,11.9726,-1.4803,34.9121,T,-1,0.9464,2.1257,-1.0934,4.0226,0.4348,-0.8406,3.9083,3.3581
161223,209147532,G,-1,2.6151,-2.2073,0.0056,12.0313,2.6151,0.0146,-11.7432,T,1,1.9075,-2.0655,0.7417,7.6462,1.4065,1.2885,-7.4037,1.6381
161223,209245729,G,1,3.5434,1.8162,-2.1404,11.1820,-1.9109,-2.9840,10.6052,G,-1,13.6855,0.1514,-0.5688,13.9296,11.6035,-7.4160,2.0939,16.2946
161223,209297363,G,1,1.8519,2.2586,-2.9074,8.9582,-1.8013,-0.4297,8.7641,T,-1,0.9672,1.7085,1.7110,2.7594,-0.1351,0.9578,2.5822,2.1153
161223,209509667,G,-1,17.5426,1.3427,2.7825,35.8803,-16.4235,6.1653,31.2993,G,1,12.7248,1.4140,-0.2334,27.7109,12.3797,-2.9434,24.6163,29.8416
161223,209318097,G,-1,2.7742,2.0842,-0.3805,11.3228,2.5758,-1.0302,10.9772,T,1,0.7295,2.1799,0.9534,3.2696,0.4223,0.5949,3.1854,1.7653
161223,209510537,G,-1,11.6723,-0.6347,2.2011,14.1039,-6.8799,9.4292,-7.9162,T,1,0.9121,1.8050,-2.1739,2.8499,-0.5174,-0.7512,2.6980,11.4060
161223,209558993,G,1,7.7969,0.4583,-0.6628,8.6306,6.1459,-4.7977,3.6994,T,-1,1.7680,-1.7293,0.8812,5.1406,1.1249,1.3640,-4.8259,11.1209
161223,209324439,G,-1,12.4401,-0.7380,0.9576,15.9844,7.1590,10.1736,-10.0367,T,1,4.0735,-0.5426,1.7097,4.6892,-0.5642,4.0343,-2.3203,5.4113
161223,209575965,G,1,3.3483,-1.9105,2.2518,11.5600,-2.1080,2.6014,-11.0640,G,-1,15.4914,1.7052,-0.8319,44.0270,10.4332,-11.4513,41.2114,45.0927
161223,209009694,G,1,17.2466,-1.3730,2.8430,36.2226,-16.4833,5.0743,-31.8531,G,-1,18.3361,-0.4255,0.1480,20.0217,18.1355,2.7044,-8.0404,38.8413
161223,209073774,G,-1,9.1438,-1.4027,0.0121,19.7142,9.1431,0.1111,-17.4651,G,1,17.1189,-0.8286,0.2932,23.3394,16.3885,4.9471,-15.8638,8.0811
161223,209463062,G,1,19.3026,-1.1011,-0.8776,32.2345,12.3342,-14.8478,-25.8160,T,-1,1.3030,1.7033,0.6295,3.6980,1.0532,0.7671,3.4592,20.3399
161223,208974838,G,-1,13.5873,2.1493,0.7546,59.0760,9.8985,9.3078,57.4922,T,1,0.8147,2.2913,1.7187,4.0704,-0.1200,0.8058,3.9866,3.1206
161223,209481254,G,-1,16.0879,-0.2364,3.0991,16.5400,-16.0733,0.6842,-3.8392,T,1,5.2860,0.2289,-2.5487,5.4261,-4.3837,-2.9538,1.2207,7.2078
161223,208997909,G,-1,1.5497,-1.8899,2.8609,5.2468,-1.4891,0.4292,-5.0116,G,1,19.6198,-0.4131,-1.0876,21.3182,9.1162,-17.3734,-8.3376,13.4963
161223,209612157,G,1,12.4767,2.1811,-0.9376,55.9493,7.3829,-10.0578,54.5403,T,-1,2.3426,2.2235,-1.1718,10.9494,0.9101,-2.1586,10.6953,1.2840
161223,209032160,G,1,12.2360,1.9629,2.8424,44.4197,-11.6924,3.6063,42.7010,T,-1,1.1919,1.9788,2.0380,4.3947,-0.5368,1.0641,4.2287,2.9905
161223,209394352,G,1,10.0147,-1.3331,-1.5908,20.3117,-0.2007,-10.0127,-17.6709,T,-1,10.1910,-1.4738,-1.5424,23.4138,0.2895,-10.1869,-21.0793,1.5050
161223,209124860,G,1,25.0932,-1.1822,-1.0568,44.7677,12.3385,-21.8501,-37.0738,G,-1,15.6843,-0.6234,1.9073,18.8319,-5.1783,14.8049,-10.4226,41.0857
161223,209013064,G,-1,7.7390,-1.6029,3.0727,20.0008,-7.7206,0.5329,-18.4426,T,1,2.4770,-1.4299,-2.2213,5.4722,-1.5001,-1.9711,-4.8784,4.2251
161223,209456978,G,1,9.0070,-1.7184,-3.0417,25.9181,-8.9621,-0.8982,-24.3025,T,-1,0.9735,-2.1775,2.2612,4.3519,-0.6200,0.7506,-4.2403,3.1070
161223,209627818,G,-1,3.7105,1.2472,2.1642,6.9914,-2.0749,3.0761,5.9246,G,1,18.5709,1.3430,2.5249,37.9909,-15.1496,10.7409,33.1424,3.0817
161223,208957395,G,-1,22.8075,0.1357,-2.3913,23.0179,-16.6837,-15.5511,3.1034,T,1,1.1268,1.7090,-1.2321,3.2156,0.3743,-1.0628,3.0099,10.4262
161223,209176595,G,-1,1.7136,1.9804,0.2000,6.3275,1.6795,0.3404,6.0901,G,1,22.3809,0.5644,-1.1394,26.0415,9.3584,-20.3304,13.3133,12.2373
161223,209201075,G,1,5.1358,2.2140,-2.3824,23.7824,-3.7256,-3.5350,23.2210,T,-1,1.9560,1.7982,-3.0285,6.0684,-1.9435,-0.2208,5.7436,2.4106
161223,209198347,G,-1,13.9005,-1.7569,-1.0472,41.4732,6.9498,-12.0385,-39.0742,T,1,1.8580,-1.6060,-1.6362,4.8166,-0.1214,-1.8540,-4.4425,3.0484
161223,210003132,G,-1,9.7434,-1.4190,1.3816,21.3144,1.8324,9.5696,-18.9567,G,1,21.6792,-0.3780,-1.2911,23.2468,5.9852,-20.8366,-8.3915,32.3986
161223,210044089,G,1,15.0404,2.1330,3.1279,67.8632,-15.8562,0.2208,65.9844,T,-1,1.0628,2.2725,2.2814,5.2126,-0.6932,0.8056,5.1020,3.3317
161223,210353601,G,-1,17.1402,-1.8048,-0.2701,53.5064,16.5186,-4.5743,-50.6866,T,1,1.0507,-2.1412,0.4670,4.5335,0.9382,0.4731,-4.4088,3.3777
161223,209702271,G,-1,2.5566,-2.1629,-2.9352,11.2639,-2.5023,-0.5238,-10.9694,T,1,0.7278,-2.1515,-1.5659,3.1729,0.0035,-0.7278,-3.0865,1.7253
161223,209714775,G,1,18.2503,0.3648,-0.5357,19.4782,15.6933,-9.3163,6.8056,T,-1,2.7723,-1.2420,0.6752,5.2008,2.1640,1.7328,-4.3990,15.0599
161223,210027967,G,1,3.4732,-1.8024,-1.4648,10.8182,0.3674,-3.4537,-10.2449,T,-1,2.2871,-2.0977,-1.4117,9.4584,0.3623,-2.2582,-9.1771,0.8487
161223,209820078,G,-1,14.0610,-1.3984,-1.4768,30.2003,1.3194,-13.9989,-26.7270,T,1,1.0350,-2.0448,2.6196,4.0673,-0.8972,0.5161,-3.9320,7.2263
161223,210300654,G,-1,8.3382,1.5548,-3.0223,20.6179,-8.2789,-0.9926,18.8564,G,1,12.5992,0.6487,-1.6740,15.3447,-1.2979,-12.5321,8.7584,16.0017
161223,209721560,G,-1,3.9598,-1.3575,2.6070,8.2050,-3.4072,2.0176,-7.1855,T,1,1.8837,-1.6429,0.6507,5.0527,1.4988,1.1411,-4.6872,4.5977
161223,210092483,G,-1,12.5004,1.4020,-1.9786,26.9348,-4.9570,-11.4755,23.8581,T,1,2.0492,1.6311,-2.2239,5.4369,-1.2453,-1.6274,5.0349,1.6987
161223,209959488,G,-1,4.7939,-2.2635,0.2026,23.3004,4.6959,0.9644,-22.8016,T,1,6.4884,-2.2036,0.6003,29.7443,5.3542,3.6650,-29.0278,2.2286
161223,210059320,G,-1,2.5875,-2.1084,-0.6310,10.8114,2.0892,-1.5266,-10.4967,T,1,0.8307,-2.0945,0.6803,3.4260,0.6458,0.5225,-3.3221,1.7878
161223,209750542,G,-1,14.3602,1.4640,-2.7954,32.7005,-13.5084,-4.8723,29.3785,T,1,0.7575,2.2550,-2.9608,3.6529,-0.7452,-0.1362,3.5719,2.7326
161223,209960830,G,-1,12.5484,-1.4309,0.3439,27.7415,11.8138,4.2305,-24.7410,T,1,1.0506,2.2530,-2.0580,5.0553,-0.4919,-0.9284,4.9438,23.3351
161223,210032974,G,1,3.6721,2.0417,2.4590,14.3826,-2.8495,2.3163,13.9055,G,-1,16.0446,0.9345,-0.6720,23.5757,12.5561,-9.9886,17.2735,17.7643
161223,210069342,G,-1,18.9288,-1.4969,2.9806,44.4029,-18.6839,3.0350,-40.1660,T,1,1.0783,-1.6289,-0.6518,2.8566,0.8573,-0.6541,-2.6431,8.7855
161223,210315118,G,-1,2.1580,2.2185,0.7907,10.0380,1.5179,1.5340,9.8027,G,1,13.9542,0.1564,-0.0852,14.1594,13.9368,-1.1902,2.1972,14.2139
161223,209798037,G,1,18.3976,-0.3678,-2.1952,19.6565,-10.7553,-14.9263,-6.9206,T,-1,1.1873,1.5742,1.6397,2.9903,-0.0818,1.1845,2.7425,13.7492
161223,209954717,G,-1,10.2728,1.2291,1.2773,19.0602,2.9719,9.8336,16.0546,G,1,5.7255,1.3124,1.1281,11.3582,2.4427,5.1516,9.8230,1.3098
161223,209981797,G,1,14.5216,-1.8970,-2.3033,49.4875,-9.7108,-10.7971,-47.3088,T,-1,3.8823,-1.7783,-2.6337,11.8198,-3.3923,-1.8880,-11.1635,2.6258
161223,210066437,G,-1,17.3496,1.1751,0.8050,30.7723,12.0255,12.5058,25.4149,G,1,8.0747,0.8674,0.8454,11.3085,5.3569,6.0419,7.9164,3.6873
161223,210281013,G,1,12.5345,0.8823,0.0574,17.7383,12.5139,0.7190,12.5508,T,-1,0.7761,-2.0362,1.8878,3.0258,-0.2419,0.7375,-2.9226,13.6248
161223,210025397,G,1,18.4256,0.5147,1.4138,20.9207,2.8803,18.1991,9.9076,T,-1,3.8232,-1.6427,-2.1469,10.2517,-2.0829,-3.2060,-9.5115,27.3145
161223,210205372,G,-1,13.9127,0.3258,1.9672,15.2178,-5.5813,13.3210,4.7926,T,1,3.8337,0.2990,2.8854,4.0077,-3.7085,0.9715,1.1635,6.4757
161223,209943706,G,-1,12.8627,0.7311,-2.2325,16.4567,-7.9032,-10.1483,10.2646,G,1,7.6012,0.9927,0.8030,11.6649,5.2793,5.4687,8.8477,19.9177
161223,210302418,G,1,3.8801,0.3530,-0.4849,4.1257,3.4328,-1.8085,1.3983,T,-1,5.6103,0.5101,-1.7728,6.3571,-1.1255,-5.4963,2.9875,5.6500
161223,209836475,G,1,2.0380,-2.2333,0.1990,9.6173,1.9978,0.4029,-9.3983,G,-1,12.0331,0.1069,0.4015,12.1024,11.0763,4.7023,1.2892,14.4551
161223,210234771,G,1,11.6841,0.3188,-1.0952,12.4536,5.4232,-10.5317,3.8409,T,-1,1.6671,-1.4646,-1.1229,3.7999,0.7220,-1.5026,-3.4130,8.9573
161223,210989780,G,-1,15.6594,-1.4267,-2.5437,34.4888,-12.9428,-8.8147,-30.7287,T,1,1.1290,1.6817,-1.4235,3.1407,0.1656,-1.1168,2.9289,19.5222
161223,210392620,G,-1,16.5557,1.3487,-1.1000,34.0393,7.5090,-14.7549,29.7418,T,1,1.7473,-2.3262,2.7870,9.0315,-1.6386,0.6067,-8.8602,34.4144
161223,210576401,G,-1,2.2120,1.6348,0.6621,5.8079,1.7215,1.3408,5.3814,T,1,3.2743,1.4775,1.9472,7.5485,-1.2034,3.0451,6.8006,3.2531
161223,210498865,G,1,4.4942,-1.1285,1.3257,7.6738,1.0905,4.3599,-6.2192,G,-1,12.8249,-1.0961,1.2951,21.3324,3.4910,12.3406,-17.0465,0.3385
161223,210631038,G,-1,14.5536,0.1721,2.5665,14.7701,-12.2122,7.9163,2.5177,T,1,1.6499,1.3385,-0.1759,3.3639,1.6244,-0.2887,2.9296,11.3496
161223,210713584,G,1,1.0610,1.7526,1.6690,3.1559,-0.1042,1.0566,2.9701,T,-1,3.3303,2.2915,0.6280,16.6368,2.6950,1.9565,16.2997,2.1323
161223,210748720,G,1,22.1863,-1.2819,-1.7641,43.0543,-4.2618,-21.7731,-36.8975,G,-1,6.3530,-1.5496,-1.7931,15.0757,-1.1524,-4.6790,-14.2844,3.2057
161223,210901260,G,-1,12.1190,1.4746,1.3097,27.8629,3.1289,11.7082,25.0890,T,1,1.6685,1.7047,2.7044,4.7412,-1.5116,0.7064,4.4366,5.8682
161223,210410945,G,-1,19.5226,0.3448,-0.8586,20.6950,12.7583,-14.7769,6.8658,T,1,13.6179,0.3544,-0.7811,14.4827,9.6702,-9.5882,4.9286,1.2720
161223,210943502,G,-1,17.9017,1.0934,-1.7194,29.7126,-2.6510,-17.7043,23.7141,T,1,0.7637,2.0880,-2.6833,3.1303,-0.6849,-0.3379,3.0338,5.1406
161223,211008830,G,1,30.9030,-0.0280,0.5116,30.9153,26.9469,15.1282,-0.8643,T,-1,0.9929,-1.8952,-1.1350,3.3798,0.4191,-0.9001,-3.2289,14.4200
